Title; ISSN; Language; Country; Subject; Observation;
'null'; '2385-5150'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2393-9842'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2394-3858'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2394-4951'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2394-5820'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2395-3438'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2407-9898'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2412-916X'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2422-4596'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2422-6635'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2423-6578'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2426-9577'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2447-2663'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2447-3406'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2448-0525'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2454-4698'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2454-6143'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2455-8761'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2456-0251'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2457-0591'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2461-4161'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2468-2071'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2469-150X'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2470-3524'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2471-8211'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2471-9544'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2474-8668'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2475-0255'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2510-5019'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2511-7475'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2517-2215'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2525-3621'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2525-3781'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2529-797X'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2541-1683'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2543-9472'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2548-298X'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2560-6115'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2565-8763'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2572-4517'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2574-0881'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2578-5761'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2581-4478'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2581-7167'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2588-4166'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2590-8537'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2591-5802'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2595-1764'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2601-6303'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2628-0868'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2633-4682'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2643-7988'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
